# file: QF2_SYS_fromAL1344-8997_PHY_NORM.tsv
# generated: 2021-01-12 14:19:08.506712
# source file: QF2_SYS_fromAL1344-8997_ENG.tsv
# Rigidity [Tm]: 6.670000
# reference radius [m]: 0.005000
# nominal order: 1
# nominal type: 1
# Original Header: 
#># Taken from: AL-1344-8997_SRV21_Lattice Magnets_Summary_WK_20210106.xlsx
#># Sheet: QF2 QFRA Multipole
#># Table: effective multipoles
#># r=12 mm, L=175.5 mm quadrupole
#># x=0, calculated at r=5 mm
#># pole : 1006 steel , yoke : 1006 steel
#># current : 4055 Amp-turns
#># 11.5 mm pole to pole gap
#># 20 mm nose, no chamfer
#># Dipole values set to zero
#>#
#
01	-0.000000000e+00	-0.000000000e+00
02	+4.868737982e-16	+1.000000000e+00
03	+3.006951137e-15	+2.382182390e-14
04	+5.032105240e-11	+7.709786580e-01
05	-2.559674244e-10	+1.129023237e-09
06	+3.376175435e-06	-2.746759471e+06
07	-2.234270755e-05	-9.488915896e-06
08	+1.845207581e-01	-4.706336018e+09
09	+1.432339632e+00	+4.371582697e-01
10	+9.173293587e+03	-1.461070478e+14
